One of the nicest in Africa  very bright and clean. It still needs some improvements such as more shops and restaurants  but in overall it is a very nice and comfortable airport. Besides  it will be soon linked with Algiers underground system  which is a very good thing  given the prices asked by some taxi drivers...,alg
as i flight attendant i find DAAG's new look one of the best in Africa   more than this   the services provided are quite fine   they do the job  maybe the problem that faces passengers is related to security and check   here sleeps the difficulty  but except check.. everything is alright and so fine just make sure you fly with Tassilli airlines to enjoy your trips ...,alg
The airport  in general  is quite good but has to be underlined that the passport control open only at 3:30 in the morning and VIP Lounge also. So  if you arrive at the airport earlier than this time  you have to wait outside the departure area. The airport/company staff  often don't take care  at gate  about the respect of priority lanes. This is not to much comfortable. Security baggage check is probably insufficient and  in any case  not recognized as such  by major european and american airport.,alg
I just have no choice because there is no other airport in Algiers. If you travel in the summer you have to be very very patient. They must do more for the passengers. One other thing: I wonder where they have found the customs officers... I was also surprised to see a very huge poster of the Algerian president  I thought I was in North Korea!,alg
good airport but can do more,alg
Bon aéroport - Bagages arrivés rapidement - Parking gratuit,alg
A very great Airport   I loved it !,alg
good and nice airport!,alg
Very good african airport,alg
show the AHA airport,alg
l'Aéroport de Alger aussi et super j'aime bien,alg
magnifique,alg
Ta5lass 3likoum ka7la fi hada l'aéroport.... Rabi m3akoum............ ......................................................................................................................................................................,bja
Although this is a small airport  I waited longer than 1 hour for my baggage. The worst service throughout the world. There is no seat at baggage reclaim  no food service,czl
Aéroport pas moderne et sale  le personnel est horrible ! à fuir  je deteste cet aéroport degeulasse digne des années 70.,orn
A nice little airport mainly serving national carrier Taag  CABGOC charter Dash8 and military cargo flights. Existing terminal has a dedicated lounge for CABGOC travellers with Tea/Coffee and toilet facilities while waiting for flight. Arrival hall is a bit congested with emmigration counters  luggage carrousels etc in the same hallway.,cab
What is the use of tagging the business class passenger bags when the wait for collection is exactly the same as economy passengers. Business class have the privilege to leave the flight first and then wait with all other passengers for luggage. The Priority sticker does not mean anything in this instance.,lad
The lounge has no toilet  the toilet on the airport is a mess  with no paper and sinks with no water or broken. There's no much option for food. The service connection system and staff are confusing. And there's no wifi on the airport.,lad
Smooth check in  need to triage passengers. Business and First Class passengers to be given the necessary treat. Security check staff unfriendly and hold no respect for passengers. Talk to each other and pay no attention if not 100% focus on serving the passengers.,lad
Avoid TAAG and Luanda Airport ! such a mess  rude staff  aircraft in such a bad conditions with cabin not doing safety demo and seat are so hard that it feel like it’s wood  and the wall is falling into pieces. I’ve never been scared of flying before and as an Ex cabin crew this is scary to see.,lad
Se por um lado o avião estaciona junto ao aeroporto nacional (uma vantagem)  por outro fica-se mais de uma hora a espera das bagagens. On one side there was an improvement because the plane is now stopping near the baggage claim area but the time we wait for the baggage for an hour is not admissible,lad
Poor Airport waiting  poor information. No free wifi and if you want to smoke then most to pay for it. Unconfortable and all drinks cost not normal,lad
horrible... toilets are disgusting... Only reason i was here was for work. Staff are rude  refuse to speak English. esspecialy when they have an issue with your yellow fever stamps. Make sure you have this up to date before getting here and clear. took 2 hours to get through customs  could not be bothered to put more people on to help out... all sat in a corner having a chat about us poor folk standing there like sheep for 2 hours,lad
The airport is small for the number os passengers that have now a days but is very nice. So comfortable. Most of the Toilets are out of order,lad
You are lucky if you are not arrested by the angolan immigration at your arrival acused to have a fake visa  just because they don't have their system updated. If at your arrival your name is not in the immigration service system the conclusion for them is obvious: Your visa is fake and for sure you are trying to enter in Angola to still oil and diamonds. Surreal country...,lad
This is without a doubt the worst airport I have ever been to. The service is terrible  customs is corrupt  and so is the rest of the facilities. No good food available  only bad food. Check inn i horrible. Border control is rude  and way to slow. I have no positive things to say about this airport. Even thought it underwent some modification  the toilets still smell like piss. And that is not a good smell in an heated airport. Do not go there unless really needed.,lad
Improved a lot but border control still slow,lad
This airport needs improvements in all aspects,lad
It's available to exchange currency in this airport  but you have to use a cash. The course of exchanging somewhere about equal with course in exchanging points in city centre. There are no buses from Shirak Airport to Gyumri  you have to go by taxi  it takes about 15 minutes and costs about 2$,lwn
Aérodrome plus qu aéroport. Installations vétustes. Tapis à bagages d un autre âge qui jette en dehors autant de bagages qu il en transporte. Arnaques aux transferts en ville tolérées pour des pseudo-taxis sales et chers. Tout est à revoir sinon je crains pour la seule liaison quotidienne,lwn
Yerevan airport is 30 minutes away from the city. Immigration queues are long but manageable. Food options are limited and expensive. Duty free is good enough. Beer is cheaper than water in this airport which was weird.,evn
The options for meals and beverages after the security check are limited at best  with horrendously inflated prices.,evn
シンプルな空港。でも警察官も案内スタッフもみんな親切で、いろいろ助かった。,evn
No announcements in English. WiFi did not Work. Behind the security check no restaurants. One bar was was closed  the other one had only bad quality but expensive snacks.,evn
Bus no.17 and no. 18 runs directly to the city center  which is more cheaper than the taxi. One way costs with big luggages only 300 AMD (0 50€),evn
Zvartnots has become a modern  safe  comfortable airport. In terms of security and electronic services it is better than many European airports. It is incomparable better than neighbor country airports. I would love to see more flights with Armenian carriers. Very nice  modern airport  always well treated. staff good command of knowledge of foreign languages,evn
to BM ... they have a modern airport only for people and not turkeys. if u r a racist (fascist) tell the people firstly who you are... u can tell the people how a turkey eet grass ............................................................................... ------------------------------------------------------------------,evn
Zvartnots has become a modern  safe  comfortable airport. In terms of security and electronic services it is better than many European airports. It is incomparable better than neighbor country airports. I would love to see more flights with Armenian carriers. For passengers: large areas  free fast wifi with good coverage. For pilots: one of best ATC services in large region! Happy flying,evn
No airports  typically BARACK))) bad people  evil  unresponsive  the food is not good overdue NOT ADVISE !!!(((((((((((((((((((((((((((((((((((( Terrible!!! ..............................................................................................,evn
По факту 26b поменялась с ребятами у прохода,evn
My lovely modern airport,evn
great service  fantastic-built modern airport! congds,evn
Graz is both modern and delightfully old-fashioned. While the train station is a few hundred meters outside the airport  it's easy to walk there via a paved  lit  and covered walkway. Just be aware that there are NO elevators at the station  in case you arrive by train and have heavy luggage. There are ramps though. As for the airport itself  the terminal is nice and modern  but also very compact. The airside is equally compact  and all gates are walk or bus gates. The business class lounge is accessed via a dedicated staircase or elevator  although the access is a little hard to find. Food and drink options are a bit limited  but generally of good quality  and the views over the airfield are pretty damn impressive indeed. Speaking of views  the airport has a freely accessible viewing deck on the first floor. No security check  you can just walk straight out. More airports should have that!,grz
Klein - schnell!,grz
Excellent airport!,grz
Nice SMALL airport!,grz
Very nice  small and well organized airport. No direct train connection  but in 10min walking distance.,grz
Nice airport,grz
Longest time at security and no fast track  but best and cosiest star alliance lounge in the network!,inn
It is a very small airport but still cosy and enjoyable. A small duty free area as soon as you entered was available and baggage claim was quick and easy.,inn
If flight arrival in evening is delayed and last bus missed closely  that last bus SHOULD have to wait for approx. 50 passengers. Also  there were only some 4-5 taxis for those at least 50 passengers  hence huge cues and waiting times. Generally  very bad organisation.,inn
Much weather delayed flight held on apron for stand and then a wait for bus to take 30m to terminal. Cramped customs and worse baggage reclaim  not suitable for number of passengers coming in. Departures and external the same. Stunning approach though.,inn
Small regional airport  which is beautiful located in the heart of the alps and stunning views... Everything you need for a smooth departure - quick  friendly check-in staff - definitely coming back again!,inn
I wasn't expecting much as it is very small but it was totally what I expected. Not somewhere I'd want to be for 3 or 4 hours but an efficient airport with absolutely breathtaking views. The terrace to watch the planes from is amazing with the backdrop of the Alps. Not much to do apart from a small shop air side and a very small cafe. Easy access to the main town  bus F takes you from the terminal straight to the centre or Innsbruck in 20 mins. No hassle!,inn
It is not a big airport but got everything you need. It's in Austria so I was used to the high prices already. Nice and clean airport in a beautiful city that's a few minutes away. It's located between the mountains  which is amazing to see while landing.,inn
Delayed due fog.,inn
B-E-A-U-T-I-F-U-L!!!!,inn
Windy landing  uncomfortable approach,inn
Terrasse wurde verbaut...,inn
Small airport with few flight per day and at the terminal everything is at short distance. Bag drop  security check and border control is very fast and staff is very friendly. Only one small duty free shop  but that's because whole airport is small. Parking is cheap in comparison with other Austrian airports.,klu
For a small airport  it has everything required. It is a short busride from town center  but no rail connection. There is a small retail outlet directly between security control and the departure gate. A small baggage reclaim area leads directly to a taxi rank. Clean and staff are usually pleasant.,klu
Very small but friendly airport. Landing approach is amazing  wait times are very short. wish there were more connections to 1-2 hour destinations. great landscape and surrounding. don't expect super fancy facilties though.,klu
SMALL AND NICE  GREAT VIEW!,klu
Had to stand in bitter cold queuing up to get into the arrivals section. Only one immigration officer on duty to check passports.,klu
Small Airport  very clean and friendly,klu
Small airport. Ideal if flight is on time but limited facilities to cope with delays. LT car park expensive.,klu
Regional-Airport  durch regelmäßige Anbindung an FRA mit vielen Zielen verbunden. Kurze Wege  rasche Gepäckaufgabe. Security-Check <2 min. -> Kurzum: sehr angenehm  von dort zu reisen!,lnz
Reasonable for a small airport. Only a small cafe beyond security control but the restaurants in the main building are sufficient and provide enough variety. Security staff tend towards the friendly.,lnz
Mein liebster und auch gleichzeitig mein Heimatflughafen. Schnelle Abfertigung  Keine langen Fusswege  Freundliches Personal Saubere Toiletten Innerhalb von 5 Minuten vom Parkplatz am Gate! Direkt ab Linz gibt es zwar nicht die große Anzahl an Destinations  aber über Frankfurt wird einem dann das Tor in die ganze Welt eröffnet.,lnz
Schnelle Abfertigung  freundliches Personal  großes Angebot - netter Flughafen,lnz
Sehr schnelle Abfertigung  15 min vor Abflug am airport  noch mitgeflogen.,lnz
Sehr kleiner flughafen wirkt sehr ausgestorben personal im cafe unfreundlich keine möglichkeit zigaretten zu kaufen.,lnz
Eigen Charter,lnz
The airport is moderate size  nothing crazy. It is neat and has everything you need  but nothing special.,szg
Deplaning in small groups due to local restrictions but then the whole plane getting packed into one bus. So stupid... We were waiting long to get our COVID-documents checked. There was a big crowd waiting in the queues without distances. At same time flight of Turkish Airlines arrived. So many people not wearing their masks  but no one cares. Silly silly,szg
Typical Austrian Airport. Good restaurant upstairs whilst waiting. The lady on the cash desk charged me €256:00 instead of €26:60 which I did not notice until I got my credit card bill! Contacted the airport by email and got the difference refunded without any problem - nice.,szg
Wie immer ankommen  ein kurzer Weg übers Rollfeld und Du bist an dem Kofferband. Dann noch mal 5 Minuten und Du stehst vor dem Flughafen. Besser geht es nicht!,szg
Airport is completely out of its depth dealing with ski flights during the season. Place is manic with no space  organisation or coordination. Will try to avoid airport in future.,szg
Nach dem Bau einer kleinen Lounge für Staralliance und Oneworld Gäste ist der Flughafen jetzt komplett. Die Security für Lounge Gäste funktioniert hervorragend  die Lounge (wenn auch klein) erfüllt gut seine Zwecke. Der Rest des Flughafens war schon immer sehr gut. Das einzige was SZG nicht hinbekommt ist ein Prioboarding bei LG  AUA und AB.,szg
Wie immer mit Handgepäck ist das Verlassen der Maschine einfach super. Schnell übers Rollfeld ins Parkhaus und man sitzt in unfassbar schnellen 10 Minuten im Auto. Einfach prima! Wenn das immer so wäre dann wäre SZG mein Favoriten Airport in Europa,szg
SZG is the perfect Airport for frequent Flyer. From the car port to the security is less than 5 minutes. Yes there is no Lounge for Status Flyer but it´s ok. Mostly you enter the Airolane by foot and this means you see the great landscape of mountains around Salzburg.,szg
Nice little Airport  bit hard to reach but it`s ok  really nice designed Airport. You have free Wifi  which is great. There are not that many food shops but the lounge is comfortable. It`s easy to get through customs and to your baggage claim. Nice!,szg
Lousy airport. Thight crammed check in area with long ques. Very long security lines. Took almost an hour to get through. Poor food and retail services in a small and crowded departure area. It also has bus gates.,szg
The airport of Salzburg is all in all a great airport to fly to. The staff is very helpfull and effective  as a reason of the airport size Check-In works fast and the way to the gate is quite short. Really interesting is also the visitors platform with a great view of the runway and the airplane-movement. WiFi is available for free and works without any problems. For it´s size Salzburg offers a great variety of food and retail services  the only critical point is the terminal facility  which is a bit out of date. Watch our Salzburg experience on YouTube: https://www.youtube.com/watch?v=7k5f7AkTX6Y FlightExperience,szg
Very nice airport  small but great! Friendly Stuff  nice Food and retail services. Very good parking at the airport. Smokers corner available  free wifi on the airport. Nice and fast baggage claim at arrival.,szg
It won't win an award  but it is reasonable enough  and very easy to get to with the bus. In need of rehabilitation  everything is very grey. Has a post-office  pre-security. That has saved me a few times.,szg
Small but great airport. Free wifi  efficient security control and mostly not too crowded.,szg
Lovely little airport,szg
Homebase Airport,szg
Efficient and cosy!,szg
Just used the airport again and quite pleasant but it can get very crowded even if only 3 or so flights departing.,szg
Small but nice airport. Most of all  thank you for wifi service!,szg
Small airport. Very clean and nice but it needs more tax-free shops after the safety control and a little more space at the waiting areas at the gates.,szg
Nice airport to use  not to crowded  quick security and usually you can walk to the planes.,szg
WLAN kostenlos im Abflugbereich,szg
Great airport  very user friendly  been through quite a few times. Definitely recommended,szg
Well organised airport,szg
International Airport closed after 10pm. Everything is closed in the evenig and only limited train service to the city. Cheap Airport,vie
The airport is pretty basic. The duty free is just alcohol and perfumes. And the lounge was closed  the other lounge was overcrowded,vie
There is no proper queue for security check and people are crowded. Ground staffs has no clue how to manage the crowd and their wrong decisions make things worse. Took around 30 minutes to cross the security check.,vie
Terminal 1 is quite far from the airports trains station. Check-in desk opened awfully late  resulting in huge bagdrop queues. Vienna lounge is ok.,vie
Beim Transfer von Shanghai nach Berlin musste man unerwartet noch mal durch die Sicherheitskontrolle.,vie
Very straightforward! Arriving from the bus gate  we were dropped off right at the baggage claim. There were minimal delays with the baggage. You have the option to buy city train tickets right at the baggage claim  or you can buy your tickets at the train station.,vie
Absolute mismanagement of the crowd during security check. No wonder this is the country where Hitler is from,vie
Self check-in is a joke. You cannot print bagtags or boardingpasses  so whats the point? Slow manual checkin Terminal 1 is nice and lots of space. Contrary to other large airports in Europe  the gates actually has sufficient seating.,vie
At baggage (re)claim there were 4 flights on carousel. It is too much on 1 carousel. Also i think it is a correct airport.,vie
Panorama terrace is really cool place. There is a lot of modell plane on the corridor which made me so excited to visit this place. There is no glass instead of glass there is SRA check  so thats means you have to go through an addicional security check.,vie
Restrooms at the F gates are all downstairs and you have to use stairs which not very passenger friendly,vie
An easy to navigate airport with walkable connections between terminals. Getting to the airport is easier with train from central station where you could find convenient luggage lockers. Security check was quick.,vie
Quick connection from Schengen to non-Schengen. Lounge right behind border control was pretty nice  even tho a little crowded. Food was good at the lounge,vie
Signage is confusing; not enough space for people to move; everything seems somewhat makeshift; WiFi doesn't work,vie
Very nice airport for European Standards. Furthermore  the security check and immigration were very fast.,vie
Ryanair Int Airport. The airport is hardly recognisable  nothing works any more. There is no longer a 24/7 food area  only very limited service  the vending machine prices from the supermarket are more expensive than at the gate  Burger King closes very early and there are no alternatives. Furthermore  many flights are usually delayed in the evening  so that transport into the city is very limited or non-existent. The airport seems to be at the standard of London Heathrow  but is comparable to Warsaw Modling (Ryanair only).,vie
The Terminal 3 is a very modern and clean Terminal. The check-in area and the area before the security check has many useful stores. But after Emigration the Options to buy things is very limited and the prices are ridiculous. I paid 2 Euros for a 0.5l bottle of water. Also there aren't many stores in the forst place.,vie
Vienna Airport has suffered a great loss of performance since Covid. It has become a real disappointment on all levels. Especially the food and shopping facilities are constantly worsening. The new shops in the entrance area are a disgrace  everything is far too small  the security check-in takes far too long and is far too small. They want to be an international airport  but are adapting to Ryanair standards (the airline that is apparently very much preferred).,vie
Efficient airport. Quick to clear custom and arriving in baggage reclaim. Fast and efficient trains to city.,vie
Fast service  quick handling. Waiting time for luggage was a little long (very late and hardly any planes). The new Billa supermarket is a disgrace  but finally Costa Caffee. Unfortunately  the airport is getting worse in recent years with the food offer (only corporations and franchises  no locals).,vie
Out of my first 50 flights  40 have been through Vienna airport (arrival or departure). Getting to airport is easy no matter which transport mode you use. The checkin area is also well organized no matter T1 or T3. The WIFI works great without issues. There are several vending machines at all corners of the airport. The shopping options before boarding area are better than the ones inside. The food options are okayish  i do feel there is lack of variety in terms of cuisines and not many shops who cater to travelers with special dietary needs. The best feature of airport is visitors terrace which is open in spring and summer season. For 4 euros you can get a 2 hour access to the terrace and enjoy some sunshine and view of departing/arriving planes as well as ground operation at the airport. Only downside i see is lack of sitting places near some of the gates. Overall a very convenient airport  not too big not too small and the staff at airport is professional and helpful.,vie
The immigration was so AWFUL we had to ask to cut multiple people so we didn’t miss our flight and then had to run to our gate. Security was quick however.,vie
I am so glad we only spent on day in Vienna  bad attitudes  crappy service lots of attitude everywhere you go  next trip to Slovakia will fly through Prague or Budapest,vie
treated like criminals  crappy airport crappy location  crappy attitude  and the Moxy VIE is the worst hotel very a lot of money for a room the size of a broom closet,vie
Slow and unorganised security. Almost no power outlets available in terminal 3. In general staff not too interested in assisting travellers and some are borderline rude.,vie
Well thought out airport with newness all throughout the two terminals. Yet another hidden gem when it comes to reaching Europe through the back door,vie
very narrow corridors  no facilities after arrival  long waiting time at baggage claim area. poor connection to the city  taxi way too expensive.,vie
Very good airport  very fast terminal handling  many connections to the city (train  bus)  some long distances  but toilets everywhere  great lounge  there is enough space  etc. In my opinion a real 5 star airport  not like the bought 5 star airports in the Middle East.,vie
One of the best Airports in Europe. A lot of connections from the city to the airport  great Lounge  fast Security and everything on time,vie
Vienna airport is one of the top airports  it has an easy connection by train  a lot of food stores and a tunnel to walk to the hotels nearby (NH and Moxy) safe and dry. Everything is clean  beggars are only in the train station. Bring your food an coffee from outside the airport  your wallet will like it.,vie
The only good thing about Vienna Airport is its good accessibility. Otherwise  it is small  slow  overpriced and staff is not very kind.,vie
Good and straightforward navigation  stable Wi-Fi. Power sockets and drinking fountains would be appreciated.,vie
still no smmoking zone in Terminal 1. still no smmoking zone in Terminal 1. still no smmoking zone in Terminal 1.,vie
The refurbished Vienna Lounge @ T1 is great! Security check is most often fine in terms of waiting times  even in the morning peak. Fast WiFi. Only thing to complain about is somewhat limited seating in waiting areas.,vie
very clean even though terminal was small for our flight it had a nice italian restarsunt where we ould grab a quick bite before departure,vie
The new Vienna Lounge at T1 is great - all others at VIE incl. the small and cramped Austrian Airlines lounges look like ratholes compared to this 2500 sqm shiny new thing.,vie
Austrian airlines employees mostly clueless  rude and arrogant Overall  Vienna Airport has been declining in quality over the years. Sad  it was one of my favourite airports,vie
Very modern and beautiful airport  I loved it there! It's all clean and simple  I didn't even get lost in such a big place. It's also very goodly accessible by trains  it takes only 15 minutes to get to the main train station in Vienna.,vie
Katastrophale Lounges mit penetrantem Piepton  Mitarbeiter waren nicht interessiert zu helfen  unfreundliche und sehr unhöfliches Personal,vie
Blöde Schildkröte in der Lounge ... Die Olle war etwas nervig .. Ansonsten aber echt schön und okay,vie
Bit slow on immigration but at least I got an Austrian stamp this time. May add to this on my departure.,vie
Immigration was very quick and staff were friendly with them being very accommodating to a family with a small child in front. The terminal was clean and modern with adequate signage. Transport links were good  albeit biased towards the CAT with advertising extending throughout the terminal - alternative options could be better advertised for those who are new to the city and wish to save some money but the transport links at the airport were good.,vie
Beautiful airport accessed quickly by direct train from Vienna in 16 mins. Airport layout lovely with fast security and good retail and food outlets,vie
Very easy to get out - might of been the fact that it was very late at night but still very clean and convenient.,vie
Terminal 3 at VIE is one of the worst terminals I've ever seen! Most lavatories can only reached via stairs and need an immediate update to modern technology. The walking ways from the arrival gates to baggage claim are long and narrow.,vie
perfect  I have arrived several hours in advance  with no problem with getting through the security and spending the waiting time in the lounge area. The place is clean  English is no problem  very friendly folks .. and the wifi is around 200/200 Mbps .. well no complaints :),vie
Trotz business fast den Flug verpasst. Ganz schlechte Koordination - keine Ansagen trotz Verspätung und Gatewechsel. Sehr ärgerlich. Freches angemietetes Bodenpersonal beim Boarding,vie
The transit at Vienna airport is terrible. Arrogant and slow agents at passport check  boards are very confusing  the specific transit lines are closed  you are sent back to the exit and have to redo security. 2 stars because we made it anyway running here and there  but I would not reccommend a transit time less than 1 hour and by all means they should place more clear boards for transit.,vie
Currently very minimal service provided  most of retail stores and dining is closed. Stil very efficient handling.,vie
Viel zu weite Wege wenn man zu einem Non-Schengen Flug umsteigen muss oder umgekehrt. Auch der Bereich mit den Lounge ist je nach Gate sehr weit.,vie
due to Covid-19 regulations business class lounge open but for only take away food and drinks. however coffee was good,vie
One of my favorite airports in Europe  being easy to orientate  very friendly and pleasant. I love the shops selection and the Austrian lounges acing the tarmac. During transit  it's very easy to go out for some fresh are and even go to the supermarket for some reasonable prices local produce. The airport is not too big and the Schengen/non Schengen separation is very smart.,vie
Its an very nice big airport. You will find your gate in seconds. The visitor terasse is cheap and you will have an nice view over the Airport. Its great for spotting. There are many restaurants and other options,vie
The airport was horribly dirty  the ground was full of trash and the cleaning stuff just walked around laughing. I think that cleanliness is very important  especially that it was during the pandemic. One of the worst airport experiences ever.,vie
Nice and clean. Five star. Unfortunately though spending time at the airport during nighttime is a nightmare. No information office  no open shops  cafeteria nor restaurants. Seats are available  although armrests are not allowing passengers to have a rest  as if they did it on purpose in order not to take a nap. That is opposing to the fact that at the gates the seats have no armrests and they also have resting sofas/beds.,vie
Waiting some 15 minutes in the aircraft before the bus arrived. Other procedures quick and without any problem. Public bus schedules in front of terminal out of date - some lines missing  some obsolete. Spar closed in the evening.,vie
Nice Airport and new Terminal (3)  cheap and fast transfer to the city (EUR 4 20 via S-Bahn or Railjet  dont take the CAT),vie
Vienna has all the facilities but the airport with Austrian Airlines maintains a ridiculous 25 min connection time which is virtually impossible to make. Lounges are decidedly average in my view  apart from Air Canada.,vie
When coming from non-Schengen to Schengen flights  you need to go *again* through security. Pretty useless and a loss of time,vie
Vienna Schwechat is very well-organized airport  easy to navigate with lots of signs. Staff is super friendly and welcoming. Food inside the security area is limited and expensive.,vie
Very fast security check as always  easy to navigate and well designed. Pier D needs some renovation  but beside  the airport has everything needed and there are very few queues most of the time.,vie
A poorly-built half-terminal that is the result of terrible political decisions. The escalators are too narrow  the passport control area for both arrivals and departures is botched  and all movement along the building will require multiple escalator usage. Dark and unsatisfactory. Most checkin is performed by self-checkin devices with bad interfaces  while most of the airport staff in the checkin area seem to only be there to harass passengers. Little choice in food  which is overpriced  and the restaurants are understaffed with no interest in getting food to you in the times considered appropriate for a transit area.,vie
Terminal D is way too bad. There are no places to seat while you wait for your flight before the gate to be assigned. You have to seat on the floor.,vie
A half-built (literally) financial disaster with cramped escalators and one-way travelators  with almost non existent services beyond security control.,vie
Toilets in the airport are just embarrassing. Small  overcrowded  Cabins are small. And even no hook for the coat or a bag pack.,vie
2+ hours' waiting time for the luggages - no information  no help  no paper issued by ground handling. unacceptable!,vie
One of the greatest airports to fly. Easy access by train/bus  people there very friendly. Wifi working perfect. Many food options. 24h vending machines for overnight connections. Very clean. Plenty of toilets. Drinking water. Chargers plugs and USB below the seats.,vie
Access to the airport is perfect  great connection to highway. I actually didn't like that check in desks were in different terminal building than the departure gate was. Quick check in with 3 desks. System of security is twisted  absolutely! Before each gate is security point  no logic for me  employees seemed they do not want to work  opened security 50min before departure  not enough! At this terminal  I found one food service  more or less with baguettes and muffins.,vie
The airport is reasonably close to the city and it is easy to get there. Reclaim and Immigration (as well as luggage handling on arrival) are among the most efficient I have ever seen. Unfortunately the newest terminal (Terminal 3  opened in 2012) is a very badly designed terminal. Very modern and effective airport.,vie
The airport is reasonably close to the city and it is easy to get there. Checkin and security (as well as luggage handling on arrival) are among the most efficient I have ever seen. Unfortunately the newest terminal (Terminal 3  opened in 2012) is a very badly designed terminal. Waiting lounges are waaay too small  no toilets close to the gates (if you have a gate at the very end of the terminal  you have about 200m to the next toilet  which is only reachable via stairs)  and the colors are completely unfriendly. The older terminal 1 is by far the nicer terminal.,vie
Air Lounge at Terminal 3 is average compared to airline dedicated lounges. If Qatar had their own lounge there  it would be a much better experience. Air Lounge is shared witha few airlines and this drops the standard a little.,vie
